fixed acidity,volatile acidity,citric acid,residual sugar,density,sulphates,alcohol,quality
7.9,0.34,0.42,2,0.99546,0.6,11.4,6
7,0.54,0.09,2,0.99479,0.59,11.5,6
9.2,0.31,0.36,2.2,0.99615,0.86,12,7
6.6,0.725,0.09,5.5,0.99655,0.49,10.8,6
9.4,0.4,0.47,2.5,0.99772,0.5,10.5,5
8.6,0.52,0.38,1.5,0.99666,0.52,9.4,5
8,0.31,0.45,2.1,0.99358,0.81,12.5,7
8.4,0.34,0.42,2.1,0.99392,0.78,12.4,6
7.4,0.49,0.27,2.1,0.99388,0.63,12,6
6.1,0.48,0.09,1.7,0.99402,0.54,11.2,6
8,0.48,0.34,2.2,0.9936,0.66,12.4,6
6.3,0.57,0.28,2.1,0.99374,0.6,12.8,5
8.2,0.23,0.42,1.9,0.99376,0.54,12.3,6
9.1,0.3,0.41,2,0.99523,0.85,11.7,7
8.1,0.78,0.1,3.3,0.99855,0.49,9.5,5
10.8,0.47,0.43,2.1,0.9982,0.76,10.8,6
8.3,0.53,0,1.4,0.99593,0.64,10,6
5.4,0.42,0.27,2,0.99471,0.64,12.3,7
7.9,0.33,0.41,1.5,0.99396,0.71,11,6
8.9,0.24,0.39,1.6,0.99698,0.59,9.5,6
5,0.4,0.5,4.3,0.9902,0.66,13.6,6
7,0.69,0.07,2.5,0.99572,0.6,11.3,6
7.1,0.39,0.12,2.1,0.99252,0.53,13.3,6
5.6,0.66,0,2.5,0.99256,0.58,12.9,5
7.9,0.54,0.34,2.5,0.99235,0.72,13.1,8
6.6,0.5,0,1.8,0.99352,0.55,12.3,6
6.3,0.47,0,1.4,0.9922,0.48,12.3,6
10.7,0.4,0.37,1.9,0.99674,0.65,11.2,6
6.5,0.58,0,2.2,0.99557,0.62,11.5,4
8.8,0.24,0.35,1.7,0.99394,0.59,11.3,7
5.8,0.29,0.26,1.7,0.9915,0.54,13.5,6
6.3,0.76,0,2.9,0.99379,0.6,11.5,6
10,0.43,0.33,2.7,0.9984,0.68,10,5
10.5,0.43,0.35,3.3,0.99798,0.69,10.5,6
9.1,0.6,0,1.9,0.9977,0.63,10.4,6
5.9,0.19,0.21,1.7,0.99341,0.44,9.5,5
7.4,0.36,0.34,1.8,0.9933,0.88,13.6,7
7.2,0.48,0.07,5.5,0.99684,0.68,11.2,7
8.5,0.28,0.35,1.7,0.99524,0.74,11.8,7
8,0.25,0.43,1.7,0.9946,0.6,11.9,6
10.4,0.52,0.45,2,0.99774,0.76,11.4,6
7.5,0.41,0.15,3.7,0.99786,0.58,9.1,5
8.2,0.51,0.24,2,0.99764,0.64,9.5,6
7.3,0.4,0.3,1.7,0.9969,0.65,9.5,6
8.2,0.38,0.32,2.5,0.99624,0.85,11,6
6.9,0.45,0.11,2.4,0.99354,0.65,11.4,6
7,0.22,0.3,1.8,0.99672,0.82,10,6
7.3,0.32,0.23,2.3,0.99588,0.62,10.1,5
8.2,0.2,0.43,2.5,0.99672,0.81,10.4,6
7.8,0.5,0.12,1.8,0.996,0.87,9.8,6
10,0.41,0.45,6.2,0.99702,0.49,11.8,7
7.8,0.39,0.42,2,0.99526,0.66,11.6,6
10,0.35,0.47,2,0.99585,0.52,12,6
8.2,0.33,0.32,2.8,0.99473,0.76,12.8,7
6.1,0.58,0.23,2.5,0.99352,0.65,12.5,6
8.3,0.6,0.25,2.2,0.99616,0.53,9.8,5
9.6,0.42,0.35,2.1,0.99622,0.66,11.1,6
6.6,0.58,0,2.2,0.99544,0.68,11.4,6
8.5,0.18,0.51,1.75,0.99524,0.76,11.8,7
5.1,0.51,0.18,2.1,0.9924,0.87,12.9,7
6.7,0.41,0.43,2.8,0.99572,1.16,10.6,6
10.2,0.41,0.43,2.2,0.99728,0.67,10.8,5
10.6,0.36,0.57,2.3,0.99676,0.72,11.1,7
8.8,0.45,0.43,1.4,0.99551,0.75,10.2,6
8.5,0.32,0.42,2.3,0.99434,0.71,11.8,7
9,0.785,0.24,1.7,0.99692,0.67,10,5
8.5,0.44,0.5,1.9,0.99634,1.1,9.4,5
9.9,0.54,0.26,2,0.99709,0.98,10.2,5
8.2,0.33,0.39,2.5,0.99528,0.88,12.4,7
6.5,0.34,0.27,2.8,0.99384,0.56,12,6
7.6,0.5,0.29,2.3,0.99502,0.62,11.5,6
9.2,0.36,0.34,1.6,0.99667,0.67,10.5,6
7.1,0.59,0,2.2,0.99522,0.68,10.8,6
9.7,0.42,0.46,2.1,0.99649,0.74,12.3,6
7.6,0.36,0.31,1.7,0.99716,0.62,9.5,6
6.5,0.61,0,2.2,0.99541,0.7,11.5,6
6.5,0.88,0.03,5.6,0.99572,0.5,11.2,4
7.1,0.66,0,2.4,0.99318,0.66,12.7,7
5.6,0.915,0,2.1,0.99346,0.73,11.4,5
8.2,0.35,0.33,2.4,0.99599,0.81,11,6
9.8,0.39,0.43,1.65,0.99478,0.46,11.4,5
10.2,0.4,0.4,2.5,0.99754,0.86,10.5,6
6.8,0.66,0.07,1.6,0.99572,0.6,9.3,5
6.7,0.64,0.23,2.1,0.99538,0.7,10.9,5
7,0.43,0.3,2,0.99346,0.46,11.9,6
6.6,0.8,0.03,7.8,0.9963,0.5,12.2,5
8.8,0.955,0.05,1.8,0.99616,0.44,9.6,4
9.1,0.4,0.57,4.6,0.99652,0.57,12.5,6
6.5,0.885,0,2.3,0.99551,0.51,10.8,5
7.2,0.25,0.37,2.5,0.99439,0.8,12.4,7
6.4,0.885,0,2.3,0.99551,0.51,10.8,5
7,0.745,0.12,1.8,0.99588,0.59,9.5,6
6.2,0.43,0.22,1.8,0.99633,0.6,9.5,6
7.9,0.58,0.23,2.3,0.99686,0.58,9.5,6
7.7,0.57,0.21,1.5,0.99458,0.54,9.8,6
7.7,0.26,0.26,2,0.9951,0.79,10.9,6
7.9,0.34,0.36,1.9,0.99419,0.54,11.2,7
8.6,0.42,0.39,1.8,0.99516,0.69,11.7,8
9.9,0.74,0.19,5.8,0.99878,0.55,9.4,5
7.2,0.36,0.46,2.1,0.99534,0.85,11,7
9.9,0.72,0.55,1.7,0.99752,0.94,10,5
6.2,0.39,0.43,2,0.99428,0.87,11.2,7
6.8,0.65,0.02,2.1,0.99498,0.62,10.4,6
6.6,0.44,0.15,2.1,0.9957,0.62,9.3,5
9.6,0.38,0.42,1.9,0.99659,0.75,10.5,6
10.2,0.33,0.46,1.9,0.99628,0.48,10.4,6
8.8,0.27,0.46,2.1,0.99488,0.56,11.3,6
7.9,0.57,0.31,2,0.99677,0.69,9.5,6
8.2,0.34,0.37,1.9,0.99408,0.81,12,6
8.2,0.4,0.31,1.9,0.996,0.69,10.6,6
9,0.39,0.4,1.3,0.99478,0.83,10.9,6
10.9,0.32,0.52,1.8,0.99734,0.77,11.5,6
8.1,0.53,0.22,2.2,0.99678,0.46,9.6,6
10.5,0.36,0.47,2.2,0.99638,0.76,12,6
12.6,0.39,0.49,2.5,0.9992,0.82,10.3,6
9.2,0.46,0.23,2.6,0.99922,0.51,9.4,5
7.5,0.58,0.03,4.1,0.99592,0.47,9.2,5
9,0.58,0.25,2,0.99769,0.72,9.6,5
5.1,0.42,0,1.8,0.99157,0.73,13.6,7
7.6,0.43,0.29,2.1,0.99718,0.64,9.5,5
7.7,0.18,0.34,2.7,0.9947,0.78,11.8,6
7.8,0.815,0.01,2.6,0.99621,0.62,10.8,5
10.2,0.23,0.37,2.2,0.99614,0.49,9.3,4
7.1,0.75,0.01,2.2,0.99242,0.4,12.8,6
6,0.33,0.32,12.9,0.99572,0.56,11.5,4
7.8,0.55,0,1.7,0.99659,0.64,9.4,6
8.1,0.73,0,2.5,0.99798,0.46,9.6,4
6.5,0.67,0,4.3,0.99488,0.56,11.8,4
7.5,0.61,0.2,1.7,0.99494,0.4,9.3,5
9.8,0.37,0.39,2.5,0.99729,0.59,9.8,5
9,0.4,0.41,2,0.99414,0.6,12.2,6
8.3,0.56,0.22,2.4,0.9983,0.62,9.5,5
5.9,0.29,0.25,13.4,0.99721,0.54,10.3,6
7.4,0.55,0.19,1.8,0.99655,0.68,10.5,5
7.4,0.74,0.07,1.7,0.99502,0.48,10,5
6.9,0.41,0.33,2.2,0.9949,0.75,11.1,6
7.1,0.6,0.01,2.3,0.99514,0.61,10.9,6
7.5,0.58,0.14,2.2,0.9963,0.59,9.8,5
7.1,0.72,0,1.8,0.99627,0.58,9.8,5
7.9,0.66,0,1.4,0.99569,0.58,9.5,5
7.8,0.7,0.06,1.9,0.99628,0.69,10.9,5
6.1,0.64,0.02,2.4,0.99358,0.45,11,5
7.5,0.59,0.22,1.8,0.99499,0.42,9.2,5
7,0.58,0.28,4.8,0.99633,0.7,11,6
6.8,0.64,0,2.7,0.99538,0.63,11.3,6
8.6,0.635,0.68,1.8,0.99632,1.15,9.3,5
6.3,1.02,0,2,0.99437,0.55,11.2,4
9.8,0.45,0.38,2.5,0.99726,0.58,9.8,5
8.2,0.78,0,2.2,0.9978,0.46,9.6,4
8.5,0.37,0.32,1.8,0.99456,0.72,11.8,6
7.2,0.57,0.05,2.3,0.99564,0.6,10.3,6
10.4,0.43,0.5,2.3,0.996,0.87,11.4,6
6.9,0.41,0.31,2,0.99668,0.55,9.5,6
5.5,0.49,0.03,1.8,0.9908,0.82,14,8
5,0.38,0.01,1.6,0.99084,0.75,14,6
7.3,0.44,0.2,1.6,0.9935,0.57,11.7,6
5.9,0.46,0,1.9,0.99385,0.53,11.2,5
7.5,0.58,0.2,2,0.99494,0.43,9.3,5
7.8,0.58,0.13,2.1,0.9944,0.53,11.2,6
8,0.715,0.22,2.3,0.99688,0.54,9.5,6
8.5,0.4,0.4,6.3,0.99566,0.56,12,4
7,0.69,0,1.9,0.99636,0.6,9.7,6
9.8,0.3,0.39,1.7,0.9948,0.57,11.5,7
7.1,0.46,0.2,1.9,0.9956,0.64,10.4,6
7.9,0.765,0,2,0.99619,0.68,10.9,6
8.7,0.63,0.28,2.7,0.99734,0.63,10.2,6
7,0.42,0.19,2.3,0.99476,0.56,10.9,5
11.3,0.37,0.5,1.8,0.99734,0.57,10.5,5
7.1,0.16,0.44,2.5,0.99328,0.54,12.4,6
8,0.6,0.08,2.6,0.99286,0.37,13,5
7,0.6,0.3,4.5,0.99914,1.17,10.2,5
7.6,0.74,0,1.9,0.99521,0.59,11,5
8.2,0.635,0.1,2.1,0.99638,0.75,10.9,6
5.9,0.395,0.13,2.4,0.99362,0.67,12.4,6
7.5,0.755,0,1.9,0.99672,0.49,9.7,4
6.6,0.63,0,4.3,0.99558,0.45,9.5,5
7.2,0.53,0.14,2.1,0.99323,0.61,12.1,6
5.7,0.6,0,1.4,0.99191,0.56,12.2,6
7.6,1.58,0,2.1,0.99476,0.4,10.9,3
5.2,0.645,0,2.15,0.99444,0.61,12.5,6
6.7,0.86,0.07,2,0.99598,0.74,11.7,6
9.1,0.37,0.32,2.1,0.99576,0.8,11.2,6
8,0.28,0.44,1.8,0.99501,0.66,11.2,5
7.6,0.79,0.21,2.3,0.9955,0.44,9.2,5
7.5,0.61,0.26,1.9,0.99612,0.53,9.8,5
9.7,0.69,0.32,2.5,0.9979,0.62,10.1,5
6.8,0.68,0.09,3.9,0.99524,0.52,11.1,4
7,0.62,0.1,1.4,0.996,0.61,9.2,5
6.5,0.51,0.15,3,0.9929,0.59,12.8,6
8,1.18,0.21,1.9,0.99532,0.47,10.5,5
7,0.36,0.21,2.3,0.99558,0.54,10.1,6
7,0.36,0.21,2.4,0.99556,0.53,10.1,6
7.5,0.63,0.27,2,0.99616,0.58,9.8,6
5.4,0.74,0,1.2,0.99258,0.59,12.5,6
9.9,0.44,0.46,2.2,0.99638,0.69,11.9,6
9.1,0.76,0.68,1.7,0.99652,1.33,9.1,6
9.7,0.66,0.34,2.6,0.99796,0.66,10.1,5
5,0.74,0,1.2,0.99258,0.59,12.5,6
9.1,0.34,0.42,1.8,0.99392,0.55,11.4,5
9.1,0.36,0.39,1.8,0.99495,0.82,11,7
6.7,0.46,0.24,1.7,0.9948,0.6,10.6,6
6.5,0.52,0.11,1.8,0.9955,0.52,9.3,5
7.4,0.6,0.26,2.1,0.99616,0.56,9.8,6
7.8,0.87,0.26,3.8,0.99668,0.46,9.2,5
8.4,0.39,0.1,1.7,0.99581,0.43,9.7,6
9.1,0.775,0.22,2.2,0.9976,0.51,9.6,5
7.2,0.835,0,2,0.99608,0.52,10,5
6.6,0.58,0.02,2.4,0.99387,0.66,12.6,6
6,0.5,0,1.4,0.99448,0.45,9.5,5
7.5,0.51,0.02,1.7,0.99538,0.54,10.5,6
7.6,0.54,0.02,1.7,0.99589,0.51,10.4,6
11.5,0.42,0.48,2.6,0.99852,0.53,11,5
8.2,0.44,0.24,2.3,0.99613,0.53,10.2,6
6.1,0.59,0.01,2.1,0.99472,0.56,11.4,5
7.2,0.655,0.03,1.8,0.99587,0.39,9.5,5
6.9,0.57,0,2.8,0.99518,0.52,10.8,5
9,0.6,0.29,2,0.99654,0.57,10,5
7.2,0.62,0.01,2.3,0.99332,0.51,11.8,6
7.6,0.645,0.03,1.9,0.9969,0.46,10.3,5
7.2,0.58,0.03,2.3,0.99568,0.52,10,5
6.1,0.32,0.25,1.8,0.99464,0.44,10.1,5
6.1,0.34,0.25,1.8,0.99464,0.44,10.1,5
7.3,0.43,0.24,2.5,0.99648,0.59,11.1,6
7.4,0.64,0.17,5.4,0.99736,0.5,9.5,5
11.6,0.475,0.4,1.4,0.99704,0.65,10.03333333,6
9.2,0.54,0.31,2.3,0.99699,0.56,10.9,5
8.3,0.85,0.14,2.5,0.99724,0.54,10.1,5
8,0.83,0.27,2,0.99652,0.48,9.8,4
7.2,0.605,0.02,1.9,0.995,0.53,11.8,6
7.8,0.5,0.09,2.2,0.9971,0.62,9.5,5
7.3,0.74,0.08,1.7,0.99576,0.5,9.8,5
6.9,0.54,0.3,2.2,0.99725,1.18,10.5,6
8,0.77,0.32,2.1,0.99656,0.5,9.8,6
6.6,0.61,0,1.6,0.99396,0.37,10.4,4
8.7,0.78,0.51,1.7,0.99623,1.17,9.2,5
7.5,0.58,0.56,3.1,0.99476,1.03,11.6,6
7.7,0.75,0.27,3.8,0.99664,0.45,9.3,5
6.8,0.815,0,1.2,0.99471,0.51,9.8,3
7.2,0.56,0.26,2,0.99586,0.52,9.9,5
8.2,0.885,0.2,1.4,0.9946,0.46,10,5
5.2,0.49,0.26,2.3,0.9953,0.62,12.2,6
7.2,0.45,0.15,2,0.99609,0.51,9.9,6
7.5,0.57,0.02,2.6,0.99557,0.62,10.8,6
6.8,0.83,0.09,1.8,0.99534,0.45,9.6,5
8,0.6,0.22,2.1,0.99613,0.49,9.9,5
7.1,0.755,0.15,1.8,0.99593,0.5,9.5,5
8,0.81,0.25,3.4,0.99668,0.42,9.2,5
7.4,0.64,0.07,1.8,0.9961,0.58,9.6,5
6.6,0.64,0.31,6.1,0.99718,0.68,10.3,5
6.7,0.48,0.02,2.2,0.99524,0.53,9.7,5
6,0.49,0,2.3,0.99292,0.59,12.5,6
8,0.64,0.22,2.4,0.99612,0.58,11,5
7.1,0.62,0.06,1.3,0.9942,0.48,9.8,5
8,0.52,0.25,2,0.99612,0.48,10.2,5
6.4,0.57,0.14,3.9,0.99669,0.48,9.2,5
8.6,0.685,0.1,1.6,0.99745,0.65,9.55,6
8.7,0.675,0.1,1.6,0.99745,0.65,9.55,5
7.3,0.59,0.26,2,0.99584,0.52,9.9,5
7,0.6,0.12,2.2,0.9966,0.62,10.2,7
7.2,0.67,0,2.2,0.9956,0.72,11.1,6
7.9,0.69,0.21,2.1,0.9962,0.51,9.9,5
7.6,0.3,0.42,2,0.9963,0.82,11.9,6
7.2,0.33,0.33,1.7,0.996,1.1,10,8
8,0.5,0.39,2.6,0.9985,0.62,10.7,6
7.7,0.28,0.3,2,0.9952,0.9,11.3,7
8.2,0.24,0.34,5.1,0.9974,0.94,10.9,6
6,0.51,0,2.1,0.995,0.93,10.7,6
8.1,0.29,0.36,2.2,0.995,1.01,12.4,7
6.6,0.96,0,1.8,0.9936,0.44,11.9,6
6.4,0.47,0.4,2.4,0.9963,0.73,10.6,6
9.9,0.57,0.25,2,0.9963,0.9,10.1,5
10,0.32,0.59,2.2,0.9994,0.78,9.6,5
6.2,0.58,0,1.6,0.9966,0.84,9.4,5
7.3,0.34,0.33,2.5,0.9952,0.77,12.1,7
7.8,0.53,0.01,1.6,0.995,0.46,9.8,5
7.7,0.64,0.21,2.2,0.9956,0.45,9.9,5
7.5,0.4,0.18,1.6,0.9965,0.58,9.4,5
7,0.54,0,2.1,0.9956,0.84,11.4,6
6.4,0.53,0.09,3.9,0.9968,0.67,11,4
8.3,0.26,0.37,1.4,0.9974,0.7,9.6,6
7.7,0.23,0.37,1.8,0.9971,0.71,12.1,6
7.6,0.41,0.33,2.5,0.9957,0.58,11.2,5
7.8,0.64,0,1.9,0.9962,0.63,11,5
7.9,0.18,0.4,2.2,0.996,0.93,11.3,5
7.4,0.41,0.24,1.8,0.9956,0.62,10.4,5
7.6,0.43,0.31,2.1,0.9958,0.54,9.9,6
5.9,0.44,0,1.6,0.9944,0.85,11.7,6
6.1,0.4,0.16,1.8,0.9955,0.74,10.1,7
10.2,0.54,0.37,15.4,1.00369,0.77,9,6
10,0.38,0.38,1.6,0.99914,0.65,8.5,5
6.8,0.915,0.29,4.8,0.99577,0.54,11.1,5
7,0.59,0,1.7,0.996,0.47,10.3,5
7.3,0.67,0.02,2.2,0.99566,0.68,11.06666667,6
7.2,0.37,0.32,2,0.9947,0.73,11.3,7
7.4,0.785,0.19,5.2,0.99713,0.52,9.566666667,6
6.9,0.63,0.02,1.9,0.99712,0.75,9.8,5
6.9,0.58,0.2,1.75,0.99322,0.49,11.7,5
7.3,0.67,0.02,2.2,0.99566,0.68,11.1,6
7.4,0.785,0.19,5.2,0.99713,0.52,9.6,6
6.8,0.67,0,1.9,0.99701,0.74,9.7,5
6.9,0.58,0.01,1.9,0.99683,0.73,9.7,5
7.2,0.38,0.31,2,0.99472,0.76,11.3,8
7.8,0.32,0.44,2.7,0.99732,0.78,11,7
6.6,0.58,0.02,2,0.99374,0.76,11.6,7
7.6,0.49,0.33,1.9,0.99706,0.58,9,5
11.7,0.45,0.63,2.2,0.99974,0.69,10.9,6
6.5,0.9,0,1.6,0.99467,0.63,10.9,6
6,0.54,0.06,1.8,0.99236,0.5,10.55,6
8.4,0.29,0.4,1.7,0.99603,0.6,10.5,5
7.9,0.2,0.35,1.7,0.99458,0.8,11.9,7
6.4,0.42,0.09,2.3,0.99724,0.68,10.4,6
6.2,0.785,0,2.1,0.99664,0.61,10,4
6.8,0.64,0.03,2.3,0.99545,0.58,10.4,6
6.9,0.63,0.01,2.4,0.99522,0.53,10.8,6
6.8,0.59,0.1,1.7,0.9958,0.67,9.7,5
7.3,0.48,0.32,2.1,0.99728,0.65,10,7
6.7,1.04,0.08,2.3,0.99648,0.57,11,4
7.3,0.98,0.05,2.1,0.99705,0.55,9.7,3
10,0.69,0.11,1.4,0.99578,0.47,9.7,5
6.7,0.7,0.08,3.75,0.99334,0.52,12.6,5
7.6,0.35,0.6,2.6,0.99656,0.79,11.1,6
6.1,0.6,0.08,1.8,0.99336,0.54,11,5
9.9,0.5,0.5,13.8,1.00242,0.75,8.8,5
5.3,0.47,0.11,2.2,0.99182,0.88,13.56666667,7
5.3,0.47,0.11,2.2,0.99182,0.88,13.6,7
7.1,0.875,0.05,5.7,0.99808,0.52,10.2,3
8.2,0.28,0.6,3,0.99828,0.68,10.6,5
5.6,0.62,0.03,1.5,0.99498,0.62,10.1,4
7.2,0.58,0.54,2.1,0.99719,0.57,10.3,4
8.1,0.33,0.44,1.5,0.99542,0.61,10.7,5
6.8,0.91,0.06,2,0.99592,0.64,10.9,4
7,0.655,0.16,2.1,0.99606,0.55,9.7,5
6.8,0.68,0.21,2.1,0.99546,0.6,10.3,5
6,0.64,0.05,1.9,0.99496,0.78,10.6,5
5.6,0.54,0.04,1.7,0.9942,0.58,11.4,5
6.2,0.57,0.1,2.1,0.99448,0.76,10.8,6
7.1,0.22,0.49,1.8,0.99344,0.56,12.4,6
6.2,0.65,0.06,1.6,0.99348,0.54,11.95,5
7.7,0.54,0.26,1.9,0.99636,0.59,9.7,5
6.4,0.31,0.09,1.4,0.99459,0.7,10,7
7,0.43,0.02,1.9,0.99492,0.81,10.6,6
6.9,0.74,0.03,2.3,0.99508,0.63,11.5,6
6.6,0.895,0.04,2.3,0.99582,0.58,10.8,6
7.5,0.725,0.04,1.5,0.99508,0.53,9.6,5
7.8,0.82,0.29,4.3,0.99642,0.53,9.4,5
7.3,0.585,0.18,2.4,0.99638,0.54,9.8,5
6.2,0.44,0.39,2.5,0.99555,0.69,11,6
7.5,0.38,0.57,2.3,0.99605,0.55,11.4,6
6.7,0.76,0.02,1.8,0.996,0.63,9.95,3
6.8,0.81,0.05,2,0.99562,0.66,10.8,6
7.1,0.27,0.6,2.1,0.99814,0.72,10.6,6
7.9,0.18,0.4,1.8,0.9941,0.7,11.1,5
6.4,0.36,0.21,2.2,0.99661,0.77,9.7,6
7.1,0.69,0.04,2.1,0.99712,0.67,9.8,5
6.4,0.79,0.04,2.2,0.99588,0.65,10.4,6
6.4,0.56,0.15,1.8,0.99294,0.6,10.5,6
6.9,0.84,0.21,4.1,0.99842,0.72,9.233333333,6
6.9,0.84,0.21,4.1,0.99842,0.72,9.25,6
6.1,0.32,0.25,2.3,0.99633,0.97,10.6,5
6.5,0.53,0.06,2,0.99489,0.83,10.3,6
7.4,0.47,0.46,2.2,0.99647,0.63,10.5,5
6.6,0.7,0.08,2.6,0.99665,0.58,10.2,5
6.9,0.48,0.2,1.9,0.99585,0.43,9.05,4
6.8,0.48,0.25,2,0.9953,0.6,10.4,5
6,0.42,0.19,2,0.99522,0.78,10,6
6.7,0.48,0.08,2.1,0.99552,0.64,9.7,5
6.8,0.47,0.08,2.2,0.99553,0.65,9.6,6
7.1,0.53,0.07,1.7,0.9951,0.66,10.8,6
7.9,0.29,0.49,2.2,0.99714,0.67,10.1,6
7.1,0.69,0.08,2.1,0.99608,0.6,10.2,6
6.6,0.44,0.09,2.2,0.99444,0.69,11.3,6
6.1,0.705,0.1,2.8,0.99631,0.66,10.2,5
7.2,0.53,0.13,2,0.99573,0.68,9.9,6
8,0.39,0.3,1.9,0.99717,0.61,9,5
6.6,0.56,0.14,2.4,0.99397,0.62,11.7,7
7,0.55,0.13,2.2,0.9959,0.59,9.7,6
6.1,0.53,0.08,1.9,0.99528,0.68,10.3,6
5.4,0.58,0.08,1.9,0.99484,0.64,10.2,6
6.2,0.64,0.09,2.5,0.99538,0.63,12,5
7.2,0.39,0.32,1.8,0.99714,0.78,9.9,5
6.2,0.52,0.08,4.4,0.99646,0.63,11.6,6
7.4,0.25,0.29,2.2,0.99666,0.76,10.9,7
6.7,0.855,0.02,1.9,0.99472,0.56,10.75,6
11.1,0.44,0.42,2.2,0.99758,0.57,10.4,6
8.4,0.37,0.43,2.3,0.9955,0.81,11.2,7
6.5,0.63,0.33,1.8,0.99531,0.64,10.1,6
7,0.57,0.02,2,0.99575,0.61,10.2,5
6.3,0.6,0.1,1.6,0.99306,0.51,12.1,5
11.2,0.4,0.5,2,0.99783,0.58,10.4,5
7.4,0.36,0.3,1.8,0.99419,0.7,11.4,8
7.1,0.68,0,2.3,0.99783,0.53,9.5,5
7.1,0.67,0,2.3,0.99768,0.54,9.4,5
6.3,0.68,0.01,3.7,0.99586,0.66,11.3,6
7.3,0.735,0,2.2,0.99765,0.6,9.4,5
6.6,0.855,0.02,2.4,0.99627,0.6,11,6
7,0.56,0.17,1.7,0.99514,0.68,10.55,7
6.6,0.88,0.04,2.2,0.99636,0.56,9.9,5
6.9,0.63,0.33,6.7,0.99787,0.56,9.5,5
7.8,0.6,0.26,2,0.99622,0.52,9.9,5
7.2,0.695,0.13,2,0.99546,0.54,10.1,5
6.7,0.67,0.02,1.9,0.99489,0.82,10.9,6
6.7,0.16,0.64,2.1,0.99494,0.71,11.2,6
7,0.56,0.13,1.6,0.99629,0.59,9.2,5
6.2,0.51,0.14,1.9,0.99396,0.57,11.5,6
6.4,0.36,0.53,2.2,0.9934,0.93,12.4,6
6.4,0.38,0.14,2.2,0.99514,0.65,11.1,6
7.3,0.69,0.32,2.2,0.99632,0.51,9.5,5
6,0.58,0.2,2.4,0.99467,0.67,12.5,6
5.6,0.31,0.78,13.9,0.99677,0.48,10.5,6
7.5,0.52,0.4,2.2,0.99474,0.64,11.8,6
8,0.3,0.63,1.6,0.99588,0.78,10.8,6
6.2,0.7,0.15,5.1,0.99622,0.6,11.9,6
6.8,0.67,0.15,1.8,0.9954,0.67,11.3,6
6.2,0.56,0.09,1.7,0.99402,0.6,11.3,5
7.4,0.35,0.33,2.4,0.9947,0.6,11.9,6
6.1,0.715,0.1,2.6,0.99362,0.5,11.9,5
6.2,0.46,0.29,2.1,0.99578,0.62,9.8,5
6.7,0.32,0.44,2.4,0.99484,0.8,11.6,7
7.2,0.39,0.44,2.6,0.99494,0.84,11.5,6
7.5,0.31,0.41,2.4,0.99492,0.85,11.4,6
5.8,0.61,0.11,1.8,0.99483,0.66,10.9,6
7.2,0.66,0.33,2.5,0.99414,0.78,12.8,6
6.6,0.725,0.2,7.8,0.9977,0.54,9.2,5
6.3,0.55,0.15,1.8,0.99314,0.82,11.6,6
5.4,0.74,0.09,1.7,0.99402,0.56,11.6,6
6.3,0.51,0.13,2.3,0.99574,0.75,11,6
6.8,0.62,0.08,1.9,0.99651,0.82,9.5,6
6.2,0.6,0.08,2,0.9949,0.58,10.5,5
5.9,0.55,0.1,2.2,0.99512,0.76,11.2,6
5.9,0.645,0.12,2,0.99547,0.71,10.2,5
6,0.31,0.47,3.6,0.99549,0.66,11,6
